approach;change_type;is_trend;window;cp_prob;is_multiplicative;change_point;ROC AUC;N_positive;ROC AUC lower;ROC AUC higher
approximation_sin_insight_trend;trend;False;72;0,8;False;396;0,5187468053759885;421;0,4499592455819621;0,5875343651700149
approximation_sin_insight_trend;local;False;72;0,8;False;396;0,861971942617104;407;0,8284916055140061;0,8954522797202018
approximation_sin_insight_trend;mean;True;72;0,8;False;396;0,8954602049612106;394;0,8679648872791105;0,9229555226433107
approximation_sin_insight_trend;trend;True;72;0,8;False;396;0,51305;400;0,4500862184358575;0,5760137815641425
approximation_sin_insight_trend;local;True;72;0,8;False;396;0,8280521561771561;396;0,7906011155812952;0,865503196773017
prediction_trend;mean;False;72;0,8;False;396;0,5952016090412796;394;0,5368916788570971;0,6535115392254621
prediction_trend;trend;False;72;0,8;False;396;0,5258959790209791;396;0,46422488774407633;0,5875670702978818
prediction_trend;local;False;72;0,8;False;396;0,8486876031353134;404;0,8134581068908039;0,883917099379823
prediction_trend;mean;True;72;0,8;False;396;0,5243419774669774;396;0,4626210072207322;0,5860629477132226
prediction_trend;trend;True;72;0,8;False;396;0,5313685636856369;410;0,46648567569260463;0,5962514516786692
prediction_trend;local;True;72;0,8;False;396;0,878897956051265;403;0,8483308385704255;0,9094650735321045
prediction_sin_trend;mean;False;72;0,8;False;396;0,4733622258404367;394;0,4108716114721585;0,5358528402087148
prediction_sin_trend;trend;False;72;0,8;False;396;0,41473297861858305;398;0,35094013059848395;0,47852582663868215
prediction_sin_trend;local;False;72;0,8;False;396;0,5139024390243903;410;0,44839793845661674;0,5794069395921637
prediction_sin_trend;mean;True;72;0,8;False;396;0,48192401960784315;408;0,41611533629690167;0,5477327029187846
prediction_sin_trend;trend;True;72;0,8;False;396;0,4773234100862463;409;0,41113547633614655;0,543511343836346
prediction_sin_trend;local;True;72;0,8;False;396;0,5630156765676568;404;0,5010102903178041;0,6250210628175096
prediction_sin_insight_trend;mean;False;72;0,8;False;396;0,8270375457875458;416;0,7874287040862807;0,866646387488811
prediction_sin_insight_trend;trend;False;72;0,8;False;396;0,4794385302197801;416;0,41114915742419117;0,547727903015369
prediction_sin_insight_trend;local;False;72;0,8;False;396;0,903697400990099;404;0,8771925449395158;0,9302022570406822
prediction_sin_insight_trend;mean;True;72;0,8;False;396;0,8630947882818207;401;0,8302120926510153;0,8959774839126262
prediction_sin_insight_trend;trend;True;72;0,8;False;396;0,5124058540517393;401;0,44918697012063447;0,5756247379828442
prediction_sin_insight_trend;local;True;72;0,8;False;396;0,8897417694560299;382;0,8617197302457268;0,917763808666333
approximation_mean;mean;False;48;0,8;False;396;0,826848682196432;413;0,7875817980143486;0,8661155663785155
approximation_mean;trend;False;48;0,8;False;396;0,4878712310133756;401;0,4240246772187662;0,5517177848079851
approximation_mean;local;False;48;0,8;False;396;0,7068184057542615;398;0,655782229596602;0,7578545819119209
approximation_mean;mean;True;48;0,8;False;396;0,5969493333333334;375;0,5417037731541344;0,6521948935125325
approximation_mean;trend;True;48;0,8;False;396;0,46266656740862055;399;0,3988703313649848;0,5264628034522563
approximation_mean;local;True;48;0,8;False;396;0,46283281694753015;401;0,39854610184586564;0,5271195320491946
prediction_mean;mean;False;48;0,8;False;396;0,5581721099511541;394;0,49810807371904786;0,6182361461832603
prediction_mean;trend;False;48;0,8;False;396;0,4982493261795008;401;0,4346447118996352;0,5618539404593663
prediction_mean;local;False;48;0,8;False;396;0,9287125;400;0,9068431392895839;0,9505818607104162
prediction_mean;mean;True;48;0,8;False;396;0,5829781630112059;394;0,5240427671692369;0,6419135588531748
prediction_mean;trend;True;48;0,8;False;396;0,5088037482052444;401;0,4454806387035849;0,572126857706904
prediction_mean;local;True;48;0,8;False;396;0,9330100574712644;384;0,9121726407068627;0,9538474742356662
naive;mean;False;48;0,8;False;396;0,6380470098487155;402;0,5808350980190685;0,6952589216783626
naive;trend;False;48;0,8;False;396;0,475096068578185;398;0,4117239066989966;0,5384682304573734
naive;local;False;48;0,8;False;396;0,6410375412541254;404;0,5836375069876654;0,6984375755205854
naive;mean;True;48;0,8;False;396;0,46172361597061967;399;0,39791525130636385;0,5255319806348755
naive;trend;True;48;0,8;False;396;0,46605571362403225;381;0,406048522646086;0,5260629046019785
naive;local;True;48;0,8;False;396;0,5509836519811582;401;0,4891393768507613;0,6128279271115551
approximation_trend;mean;False;48;0,8;False;396;0,5647129214669513;391;0,5054985553306512;0,6239272876032513
approximation_trend;trend;False;48;0,8;False;396;0,5329899809943921;391;0,4725719853476908;0,5934079766410933
approximation_trend;local;False;48;0,8;False;396;0,73979193430565;401;0,6914876346808969;0,7880962339304032
approximation_trend;mean;True;48;0,8;False;396;0,562833031946956;395;0,502769079986765;0,622896983907147
approximation_trend;trend;True;48;0,8;False;396;0,4961118641649426;393;0,4342655486887458;0,5579581796411394
approximation_trend;local;True;48;0,8;False;396;0,7461847688528251;399;0,6988128954492068;0,7935566422564435
approximation_sin_trend;mean;False;48;0,8;False;396;0,4491452359838407;398;0,38544550511134623;0,5128449668563352
approximation_sin_trend;trend;False;48;0,8;False;396;0,5074689084971862;389;0,4467005469057906;0,5682372700885817
approximation_sin_trend;local;False;48;0,8;False;396;0,7387591626993123;401;0,6903491944920102;0,7871691309066144
approximation_sin_trend;mean;True;48;0,8;False;396;0,48823618700667887;378;0,42904766664809646;0,5474247073652613
approximation_sin_trend;trend;True;48;0,8;False;396;0,49870095182595187;396;0,4362657700840265;0,5611361335678773
approximation_sin_trend;local;True;48;0,8;False;396;0,7383934985632185;384;0,6919886382566539;0,784798358869783
approximation_sin_insight_trend;mean;False;48;0,8;False;396;0,8166243654822335;394;0,7778592772401558;0,8553894537243112
approximation_sin_insight_trend;trend;False;48;0,8;False;396;0,509109155473213;381;0,44983456244108777;0,5683837485053382
approximation_sin_insight_trend;local;False;48;0,8;False;396;0,8653301942878885;393;0,8332456284511193;0,8974147601246577
approximation_sin_insight_trend;mean;True;48;0,8;False;396;0,9336264656616415;398;0,9127286535290053;0,9545242777942777
approximation_sin_insight_trend;trend;True;48;0,8;False;396;0,5375302663438257;413;0,47204520064563493;0,6030153320420165
approximation_sin_insight_trend;local;True;48;0,8;False;396;0,9226846087539509;394;0,8998315365235581;0,9455376809843437
prediction_trend;mean;False;48;0,8;False;396;0,574455941834785;399;0,5141065056405192;0,6348053780290508
prediction_trend;trend;False;48;0,8;False;396;0,47656268093286086;389;0,4151733710557938;0,537951990809928
prediction_trend;local;False;48;0,8;False;396;0,7519037465732561;402;0,7047298616976548;0,7990776314488574
prediction_trend;mean;True;48;0,8;False;396;0,5735047787959404;398;0,5133181802753519;0,6336913773165289
prediction_trend;trend;True;48;0,8;False;396;0,4655797101449275;414;0,39765837688115707;0,533501043408698
prediction_trend;local;True;48;0,8;False;396;0,7873874999999999;400;0,7444691807390003;0,8303058192609996
prediction_sin_trend;mean;False;48;0,8;False;396;0,49486837260677463;388;0,4340071711768703;0,555729574036679
prediction_sin_trend;trend;False;48;0,8;False;396;0,4798630238963746;399;0,4163385314055254;0,5433875163872238
prediction_sin_trend;local;False;48;0,8;False;396;0,41135623869801086;395;0,3482972954186151;0,4744151819774066
prediction_sin_trend;mean;True;48;0,8;False;396;0,5150422494172494;396;0,45303850017494307;0,5770459986595557
prediction_sin_trend;trend;True;48;0,8;False;396;0,5250850340136055;392;0,4642164424226519;0,5859536256045591
prediction_sin_trend;local;True;48;0,8;False;396;0,4327978307027193;403;0,36773281185135015;0,4978628495540885
prediction_sin_insight_trend;mean;False;48;0,8;False;396;0,5449148091959388;418;0,47823283869122046;0,6115967797006572
prediction_sin_insight_trend;trend;False;48;0,8;False;396;0,48453579021970233;415;0,41669055694894713;0,5523810234904576
prediction_sin_insight_trend;local;False;48;0,8;False;396;0,6870807453416149;385;0,6361690482042917;0,7379924424789381
prediction_sin_insight_trend;mean;True;48;0,8;False;396;0,5472877816627817;396;0,4863794836225325;0,6081960797030309
prediction_sin_insight_trend;trend;True;48;0,8;False;396;0,5322817314746882;406;0,468494479274637;0,5960689836747393
prediction_sin_insight_trend;local;True;48;0,8;False;396;0,6912206258219806;399;0,6386628606937125;0,7437783909502488
approximation_mean;mean;False;24;0,8;False;396;0,5098365198115821;401;0,44654286973497326;0,5731301698881909
approximation_mean;trend;False;24;0,8;False;396;0,4698156436487638;408;0,403771474850989;0,5358598124465387
approximation_mean;local;False;24;0,8;False;396;0,08512189506536032;403;0,04594114848834933;0,12430264164237131
approximation_mean;mean;True;24;0,8;False;396;0,46208559373116337;395;0,39921760866033945;0,5249535788019872
approximation_mean;trend;True;24;0,8;False;396;0,5547904735933097;386;0,496067828590785;0,6135131185958344
approximation_mean;local;True;24;0,8;False;396;0,18041723901098902;416;0,12331209339046417;0,23752238463151387
prediction_mean;mean;False;24;0,8;False;396;0,5294300106702399;399;0,46721790230000604;0,5916421190404737
prediction_mean;trend;False;24;0,8;False;396;0,5531180311131411;409;0,4894149774056669;0,6168210848206153
prediction_mean;local;False;24;0,8;False;396;0,8789390160961232;401;0,8484914330376501;0,9093865991545964
prediction_mean;mean;True;24;0,8;False;396;0,6196318201193521;408;0,5598907080108394;0,6793729322278649
prediction_mean;trend;True;24;0,8;False;396;0,4694871794871795;390;0,4077926347701378;0,5311817242042212
prediction_mean;local;True;24;0,8;False;396;0,8433386212462775;413;0,8064862555254905;0,8801909869670644
naive;mean;False;24;0,8;False;396;0,5147250000000001;400;0,45181096288067274;0,5776390371193274
naive;trend;False;24;0,8;False;396;0,41242776628379824;393;0,34982509465340594;0,47503043791419053
naive;local;False;24;0,8;False;396;0,47879403794037934;410;0,41234712716740546;0,5452409487133532
naive;mean;True;24;0,8;False;396;0,5129772428060936;409;0,4477218010862206;0,5782326845259665
naive;trend;True;24;0,8;False;396;0,538425;400;0,47630995386682917;0,6005400461331709
naive;local;True;24;0,8;False;396;0,4761555392516508;406;0,41078135004588506;0,5415297284574165
approximation_trend;mean;False;24;0,8;False;396;0,20556212434722637;398;0,1508114826377452;0,26031276605670756
approximation_trend;trend;False;24;0,8;False;396;0,26654535006225455;394;0,2081888726310405;0,32490182749346863
approximation_trend;local;False;24;0,8;False;396;0,3440155945419103;405;0,2794362072828272;0,40859498180099335
approximation_trend;mean;True;24;0,8;False;396;0,17700258397932822;387;0,12742213603566627;0,22658303192299017
approximation_trend;trend;True;24;0,8;False;396;0,32660772311645125;401;0,2636760308023238;0,3895394154305787
approximation_trend;local;True;24;0,8;False;396;0,2704876209069127;382;0,21446802738004783;0,32650721443377756
approximation_sin_trend;mean;False;24;0,8;False;396;0,5649802701228706;427;0,4962115100030551;0,633749030242686
approximation_sin_trend;trend;False;24;0,8;False;396;0,507860343978038;391;0,446706426045618;0,5690142619104581
approximation_sin_trend;local;False;24;0,8;False;396;0,932541138245467;406;0,9112675906863491;0,953814685804585
approximation_sin_trend;mean;True;24;0,8;False;396;0,6126224841935566;401;0,5539485091864482;0,6712964592006649
approximation_sin_trend;trend;True;24;0,8;False;396;0,5072582629377512;411;0,4412574054840155;0,573259120391487
approximation_sin_trend;local;True;24;0,8;False;396;0,9396231319038337;405;0,9197763826012029;0,9594698812064646
approximation_sin_insight_trend;mean;False;24;0,8;False;396;0,6518315690179226;406;0,5948187258977302;0,708844412138115
approximation_sin_insight_trend;trend;False;24;0,8;False;396;0,48000218704721287;411;0,4132865354526;0,5467178386418257
approximation_sin_insight_trend;local;False;24;0,8;False;396;0,9294996986136227;395;0,9078747465192439;0,9511246507080015
approximation_sin_insight_trend;mean;True;24;0,8;False;396;0,6748008935508936;396;0,6213780327713769;0,7282237543304102
approximation_sin_insight_trend;trend;True;24;0,8;False;396;0,4685848284076528;399;0,4048713141341771;0,5322983426811285
approximation_sin_insight_trend;local;True;24;0,8;False;396;0,9132423651721897;405;0,8883830716911634;0,938101658653216
prediction_trend;mean;False;24;0,8;False;396;0,4982456140350877;405;0,43363589905934385;0,5628553290108316
prediction_trend;trend;False;24;0,8;False;396;0,45637376237623767;404;0,39122991826792286;0,5215176064845525
prediction_trend;local;False;24;0,8;False;396;0,8568730020342923;407;0,8226153889228998;0,8911306151456848
prediction_trend;mean;True;24;0,8;False;396;0,5094791434030621;399;0,4466450897828179;0,5723131970233063
prediction_trend;trend;True;24;0,8;False;396;0,5109125000000001;400;0,4478865321909491;0,5739384678090511
prediction_trend;local;True;24;0,8;False;396;0,822801934680586;394;0,7848236745118176;0,8607801948493545
prediction_sin_trend;mean;False;24;0,8;False;396;0,5292476774255339;394;0,46810593356024444;0,5903894212908234
prediction_sin_trend;trend;False;24;0,8;False;396;0,4815240517473282;397;0,4184982605578301;0,5445498429368263
prediction_sin_trend;local;False;24;0,8;False;396;0,5644704353476284;405;0,5022962790815962;0,6266445916136606
prediction_sin_trend;mean;True;24;0,8;False;396;0,45247500000000007;400;0,38831678837343775;0,5166332116265624
prediction_sin_trend;trend;True;24;0,8;False;396;0,5681530559070945;399;0,5075047327052882;0,6288013791089009
prediction_sin_trend;local;True;24;0,8;False;396;0,5437644373938939;413;0,4785451575232546;0,6089837172645332
prediction_sin_insight_trend;mean;False;24;0,8;False;396;0,4829293526455809;398;0,4196987567703724;0,5461599485207894
prediction_sin_insight_trend;trend;False;24;0,8;False;396;0,46615783772891;401;0,4019178075191616;0,5303978679386584
prediction_sin_insight_trend;local;False;24;0,8;False;396;0,47025078688191696;402;0,40582187847330237;0,5346796952905315
prediction_sin_insight_trend;mean;True;24;0,8;False;396;0,44784999999999997;400;0,38364960465689213;0,5120503953431078
prediction_sin_insight_trend;trend;True;24;0,8;False;396;0,46922305641828277;397;0,40599208633454575;0,5324540265020198
prediction_sin_insight_trend;local;True;24;0,8;False;396;0,44582306635556823;379;0,3860237116581834;0,5056224210529531
approximation_mean;mean;False;4;0,8;False;396;0,534582970066841;407;0,47062592315434604;0,5985400169793359
approximation_mean;trend;False;4;0,8;False;396;0,49070105429106314;398;0,42763029593355734;0,5537718126485689
approximation_mean;local;False;4;0,8;False;396;0,9924538656788091;387;0,9861879979721039;0,9987197333855143
approximation_mean;mean;True;4;0,8;False;396;0,5770323426573427;396;0,5174198955296344;0,636644789785051
approximation_mean;trend;True;4;0,8;False;396;0,468953877931434;401;0,4047559070707568;0,5331518487921112
approximation_mean;local;True;4;0,8;False;396;0,9887455705173637;415;0,9811690576126235;0,9963220834221038
prediction_mean;mean;False;4;0,8;False;396;0,5455179201181005;411;0,48093898003681895;0,6100968601993821
prediction_mean;trend;False;4;0,8;False;396;0,532035175879397;398;0,47013577010440666;0,5939345816543873
prediction_mean;local;False;4;0,8;False;396;0,9956548023879694;401;0,991005982179001;1,0003036225969377
prediction_mean;mean;True;4;0,8;False;396;0,5057626856435644;404;0,44161416979816676;0,569911201488962
prediction_mean;trend;True;4;0,8;False;396;0,44239116309291754;405;0,376841131142687;0,507941195043148
prediction_mean;local;True;4;0,8;False;396;0,9964187101889063;411;0,9922494625417642;1,0005879578360484
naive;mean;False;4;0,8;False;396;0,5506116574718158;379;0,4928781457420723;0,6083451692015595
naive;trend;False;4;0,8;False;396;0,510975576990247;409;0,445656590516474;0,57629456346402
naive;local;False;4;0,8;False;396;0,5983368709530079;409;0,5370127043397687;0,6596610375662472
naive;mean;True;4;0,8;False;396;0,5009797854785478;404;0,43669998096295104;0,5652595899941446
naive;trend;True;4;0,8;False;396;0,5232417985536107;406;0,45912950288088306;0,5873540942263384
naive;local;True;4;0,8;False;396;0,5666639328576506;411;0,5030784654663986;0,6302494002489026
approximation_trend;mean;False;4;0,8;False;396;0,4456465273856578;385;0,3847350568624205;0,5065579979088951
approximation_trend;trend;False;4;0,8;False;396;0,442225;400;0,37798283710803826;0,5064671628919617
approximation_trend;local;False;4;0,8;False;396;0,5595238095238095;416;0,49416263629844387;0,6248849827491753
approximation_trend;mean;True;4;0,8;False;396;0,47638898538641467;389;0,4149970173067003;0,537780953466129
approximation_trend;trend;True;4;0,8;False;396;0,36104750359195403;384;0,3010692704757049;0,42102573670820315
approximation_trend;local;True;4;0,8;False;396;0,5975609756097561;418;0,5337753114741304;0,6613466397453818
approximation_sin_trend;mean;False;4;0,8;False;396;0,7027727546714888;395;0,6518185119802516;0,753726997362726
approximation_sin_trend;trend;False;4;0,8;False;396;0,4816188030604759;406;0,4163536228027037;0,5468839833182481
approximation_sin_trend;local;False;4;0,8;False;396;0,8339017504234896;385;0,7979531494774346;0,8698503513695446
approximation_sin_trend;mean;True;4;0,8;False;396;0,6196176625277263;387;0,5638500051625989;0,6753853198928538
approximation_sin_trend;trend;True;4;0,8;False;396;0,4916625;400;0,4281420693652712;0,5551829306347288
approximation_sin_trend;local;True;4;0,8;False;396;0,8272244023266817;413;0,7880112631056724;0,866437541547691
approximation_sin_insight_trend;mean;False;4;0,8;False;396;0,5447018132271251;406;0,48140424650933633;0,6079993799449138
approximation_sin_insight_trend;trend;False;4;0,8;False;396;0,5070066069906223;408;0,4418412358432047;0,5721719781380399
approximation_sin_insight_trend;local;False;4;0,8;False;396;0,8983027884520642;398;0,8711254604721888;0,9254801164319397
approximation_sin_insight_trend;mean;True;4;0,8;False;396;0,5739991380136003;394;0,5146334473032471;0,6333648287239534
approximation_sin_insight_trend;trend;True;4;0,8;False;396;0,45249738037024095;409;0,38591254495841576;0,5190822157820661
approximation_sin_insight_trend;local;True;4;0,8;False;396;0,8405883935340295;397;0,8047498260200476;0,8764269610480113
prediction_trend;mean;False;4;0,8;False;396;0,524082095709571;404;0,4605048566078624;0,5876593348112795
prediction_trend;trend;False;4;0,8;False;396;0,4200444066515496;392;0,3576407251012133;0,48244808820188584
prediction_trend;local;False;4;0,8;False;396;0,5405405405405406;389;0,48075936050938717;0,600321720571694
prediction_trend;mean;True;4;0,8;False;396;0,44707345744826266;411;0,3798312480837663;0,5143156668127591
prediction_trend;trend;True;4;0,8;False;396;0,37743750000000004;400;0,3134882778903631;0,441386722109637
prediction_trend;local;True;4;0,8;False;396;0,43956043956043955;409;0,3728523555404876;0,5062685235803914
prediction_sin_trend;mean;False;4;0,8;False;396;0,4772529127367837;407;0,41162626819341747;0,5428795572801499
prediction_sin_trend;trend;False;4;0,8;False;396;0,3903413778877888;404;0,32514931562954524;0,4555334401460323
prediction_sin_trend;local;False;4;0,8;False;396;0,4907407407407407;392;0,4289895921524731;0,5524918893290083
prediction_sin_trend;mean;True;4;0,8;False;396;0,4901767670307744;403;0,4258834209858045;0,5544701130757443
prediction_sin_trend;trend;True;4;0,8;False;396;0,34663513646664695;398;0,28385965002599306;0,40941062290730085
prediction_sin_trend;local;True;4;0,8;False;396;0,5080645161290323;376;0,4495821613354891;0,5665468709225754
prediction_sin_insight_trend;mean;False;4;0,8;False;396;0,7061639175015838;391;0,6560518049388224;0,7562760300643452
prediction_sin_insight_trend;trend;False;4;0,8;False;396;0,5186915887850467;393;0,45742771662100945;0,579955460949084
prediction_sin_insight_trend;local;False;4;0,8;False;396;0,7978723404255319;406;0,7555445760075109;0,8402001048435529
prediction_sin_insight_trend;mean;True;4;0,8;False;396;0,7090186820997055;402;0,6575605487901575;0,7604768154092536
prediction_sin_insight_trend;trend;True;4;0,8;False;396;0,5167148949131892;402;0,45338683527086016;0,5800429545555182
prediction_sin_insight_trend;local;True;4;0,8;False;396;0,8173076923076923;396;0,7784632235130369;0,8561521611023477
approximation_mean;mean;False;2;0,8;False;396;0,6053388746803069;408;0,5446813023038765;0,6659964470567373
approximation_mean;trend;False;2;0,8;False;396;0,46785519498227435;386;0,4069388012149185;0,5287715887496302
approximation_mean;local;False;2;0,8;False;396;0,9722053000304599;402;0,9596673557386485;0,9847432443222713
approximation_mean;mean;True;2;0,8;False;396;0,576202587366413;397;0,5163499672850371;0,636055207447789
approximation_mean;trend;True;2;0,8;False;396;0,4985875;400;0,43523132222282984;0,5619436777771701
approximation_mean;local;True;2;0,8;False;396;0,992393968456948;408;0,9862166144885633;0,9985713224253328
prediction_mean;mean;False;2;0,8;False;396;0,5791886762251035;387;0,5213220821685826;0,6370552702816245
prediction_mean;trend;False;2;0,8;False;396;0,461891501650165;404;0,39681893133611945;0,5269640719642106
prediction_mean;local;False;2;0,8;False;396;0,98477629717859;399;0,9757838215405908;0,9937687728165893
prediction_mean;mean;True;2;0,8;False;396;0,5609486679662118;405;0,49860948719940296;0,6232878487330207
prediction_mean;trend;True;2;0,8;False;396;0,5158564728653317;399;0,4532075681247153;0,578505377605948
prediction_mean;local;True;2;0,8;False;396;0,9816499999999999;400;0,9716998079613227;0,9916001920386771
naive;mean;False;2;0,8;False;396;0,48899486426999267;406;0,4238925360217406;0,5540971925182447
naive;trend;False;2;0,8;False;396;0,5088613638916977;414;0,44201816075032574;0,5757045670330696
naive;local;False;2;0,8;False;396;0,5935889175257731;388;0,5362487089473769;0,6509291261041694
naive;mean;True;2;0,8;False;396;0,5791313733311433;391;0,5205649553051749;0,6376977913571117
naive;trend;True;2;0,8;False;396;0,5247524752475248;404;0,4611981926701361;0,5883067578249135
naive;local;True;2;0,8;False;396;0,596797052154195;392;0,5389342005255796;0,6546599037828104
approximation_trend;mean;False;2;0,8;False;396;0,34364476357462914;413;0,27662652567506735;0,41066300147419094
approximation_trend;trend;False;2;0,8;False;396;0,42831759569499445;402;0,3635028628816144;0,4931323285083745
approximation_trend;local;False;2;0,8;False;396;0,5191934807672152;406;0,45494421395511336;0,5834427475793169
approximation_trend;mean;True;2;0,8;False;396;0,45673120625397695;386;0,3957000393129652;0,5177623731949886
approximation_trend;trend;True;2;0,8;False;396;0,3921627711979877;406;0,32638889687284806;0,45793664552312735
approximation_trend;local;True;2;0,8;False;396;0,6142769607843137;408;0,5541847244360467;0,6743691971325807
approximation_sin_trend;mean;False;2;0,8;False;396;0,35405149051490514;410;0,2877234198063848;0,4203795612234255
approximation_sin_trend;trend;False;2;0,8;False;396;0,4090009137983552;402;0,34420813456281474;0,4737936930338956
approximation_sin_trend;local;False;2;0,8;False;396;0,5124653405666064;395;0,4506040938446113;0,5743265872886015
approximation_sin_trend;mean;True;2;0,8;False;396;0,4455960004493877;414;0,37739586357836086;0,5137961373204145
approximation_sin_trend;trend;True;2;0,8;False;396;0,37395625668140187;417;0,3049082303368059;0,4430042830259978
approximation_sin_trend;local;True;2;0,8;False;396;0,5421593260419746;398;0,4806286165798088;0,6036900355041404
approximation_sin_insight_trend;mean;False;2;0,8;False;396;0,4074754901960785;408;0,341012050601604;0,47393892979055297
approximation_sin_insight_trend;trend;False;2;0,8;False;396;0,3731084187338377;394;0,3107120191236019;0,4355048183440735
approximation_sin_insight_trend;local;False;2;0,8;False;396;0,522540255337762;411;0,4570490748847148;0,5880314357908093
approximation_sin_insight_trend;mean;True;2;0,8;False;396;0,4625232054455446;404;0,3974594421264262;0,527586968764663
approximation_sin_insight_trend;trend;True;2;0,8;False;396;0,4031373743527261;402;0,33837675949828805;0,4678979892071642
approximation_sin_insight_trend;local;True;2;0,8;False;396;0,5587;400;0,4974089117314114;0,6199910882685885
prediction_trend;mean;False;2;0,8;False;396;0,6402340757179467;407;0,5821487289788592;0,6983194224570342
prediction_trend;trend;False;2;0,8;False;396;0,49995037097694733;399;0,43686368117665575;0,5630370607772389
prediction_trend;local;False;2;0,8;False;396;0,9720482946289397;407;0,9594686807262516;0,9846279085316278
prediction_trend;mean;True;2;0,8;False;396;0,5759275446775447;396;0,5162620831421703;0,6355930062129191
prediction_trend;trend;True;2;0,8;False;396;0,5020655432126754;401;0,43855859718842355;0,5655724892369272
prediction_trend;local;True;2;0,8;False;396;0,9799529143183277;393;0,9694756446536;0,9904301839830553
prediction_sin_trend;mean;False;2;0,8;False;396;0,6225727193469129;407;0,5632546434038216;0,6818907952900043
prediction_sin_trend;trend;False;2;0,8;False;396;0,4827809814956344;389;0,4214929861304762;0,5440689768607927
prediction_sin_trend;local;False;2;0,8;False;396;0,9917104991749175;404;0,985227610794014;0,998193387555821
prediction_sin_trend;mean;True;2;0,8;False;396;0,5572646969235455;402;0,495462340609632;0,619067053237459
prediction_sin_trend;trend;True;2;0,8;False;396;0,46187717511246923;374;0,4030176884178732;0,5207366618070652
prediction_sin_trend;local;True;2;0,8;False;396;0,9954496117558654;413;0,9907416895732303;1,0001575339385005
prediction_sin_insight_trend;mean;False;2;0,8;False;396;0,5299776627068739;402;0,46709110639872525;0,5928642190150225
prediction_sin_insight_trend;trend;False;2;0,8;False;396;0,5372189733593242;405;0,473871489095698;0,6005664576229505
prediction_sin_insight_trend;local;False;2;0,8;False;396;0,9913681639689684;394;0,9846914725215542;0,9980448554163827
